,FA,SampleID,ug
1496,C22.6n3c,BESFA.23.3.051,1.8
1497,C22.6n3c,BESFA.23.3.061,14.5
1498,C22.6n3c,BESFA.23.3.071,4.5
1499,C22.6n3c,BESFA.23.3.081,5.4
1500,C22.6n3c,BESFA.23.3.091,42.9
1501,TFA_ug,BESFA.23.3.001,38.4
1502,TFA_ug,BESFA.23.3.011,60.5
1503,TFA_ug,BESFA.23.3.021,10.9
1504,TFA_ug,BESFA.23.3.031,29
1505,TFA_ug,BESFA.23.3.041,12
1506,TFA_ug,BESFA.23.3.051,13.3
1507,TFA_ug,BESFA.23.3.061,55.2
1508,TFA_ug,BESFA.23.3.071,17.5
1509,TFA_ug,BESFA.23.3.081,20.2
1510,TFA_ug,BESFA.23.3.091,215
1511,C10.0,BESFA.23.3.003,<LOD
1512,C10.0,BESFA.23.3.008,0.1
1513,C10.0,BESFA.23.3.013,<LOQ
1514,C10.0,BESFA.23.3.018,0
1515,C10.0,BESFA.23.3.023,<LOD
1516,C10.0,BESFA.23.3.028,<LOD
1517,C10.0,BESFA.23.3.033,<LOD
1518,C10.0,BESFA.23.3.038,0.1
1519,C10.0,BESFA.23.3.043,<LOD
1520,C10.0,BESFA.23.3.048,0.1
1521,C10.0,BESFA.23.3.053,<LOD
1522,C10.0,BESFA.23.3.058,0.2
1523,C10.0,BESFA.23.3.063,<LOD
1524,C10.0,BESFA.23.3.068,0.1
1525,C10.0,BESFA.23.3.073,0.5
1526,C10.0,BESFA.23.3.078,0.1
1527,C10.0,BESFA.23.3.083,<LOD
1528,C10.0,BESFA.23.3.088,0.1
1529,C10.0,BESFA.23.3.093,<LOD
1530,C10.0,BESFA.23.3.098,0.5
1531,C11.0,BESFA.23.3.003,<LOQ
1532,C11.0,BESFA.23.3.008,0
1533,C11.0,BESFA.23.3.013,<LOD
1534,C11.0,BESFA.23.3.018,0.1
1535,C11.0,BESFA.23.3.023,<LOD
1536,C11.0,BESFA.23.3.028,0.1
1537,C11.0,BESFA.23.3.033,<LOD
1538,C11.0,BESFA.23.3.038,0.1
1539,C11.0,BESFA.23.3.043,<LOD
1540,C11.0,BESFA.23.3.048,0.2
1541,C11.0,BESFA.23.3.053,<LOD
1542,C11.0,BESFA.23.3.058,0.1
1543,C11.0,BESFA.23.3.063,<LOD
1544,C11.0,BESFA.23.3.068,0.2
1545,C11.0,BESFA.23.3.073,<LOD
1546,C11.0,BESFA.23.3.078,0.1
1547,C11.0,BESFA.23.3.083,<LOD
1548,C11.0,BESFA.23.3.088,<LOD
1549,C11.0,BESFA.23.3.093,<LOD
1550,C11.0,BESFA.23.3.098,0.3
1551,C12.0,BESFA.23.3.003,<LOQ
1552,C12.0,BESFA.23.3.008,1.6
1553,C12.0,BESFA.23.3.013,<LOQ
1554,C12.0,BESFA.23.3.018,0.8
1555,C12.0,BESFA.23.3.023,<LOQ
1556,C12.0,BESFA.23.3.028,0.4
1557,C12.0,BESFA.23.3.033,<LOQ
1558,C12.0,BESFA.23.3.038,1.1
1559,C12.0,BESFA.23.3.043,<LOQ
1560,C12.0,BESFA.23.3.048,1.6
1561,C12.0,BESFA.23.3.053,<LOQ
1562,C12.0,BESFA.23.3.058,1
1563,C12.0,BESFA.23.3.063,<LOQ
1564,C12.0,BESFA.23.3.068,2.7
1565,C12.0,BESFA.23.3.073,<LOQ
1566,C12.0,BESFA.23.3.078,0.9
1567,C12.0,BESFA.23.3.083,<LOQ
1568,C12.0,BESFA.23.3.088,0.5
1569,C12.0,BESFA.23.3.093,<LOQ
1570,C12.0,BESFA.23.3.098,19.4
1571,C12.1n7c,BESFA.23.3.003,<LOD
1572,C12.1n7c,BESFA.23.3.008,0.3
1573,C12.1n7c,BESFA.23.3.013,<LOD
1574,C12.1n7c,BESFA.23.3.018,0.4
1575,C12.1n7c,BESFA.23.3.023,<LOD
1576,C12.1n7c,BESFA.23.3.028,<LOD
1577,C12.1n7c,BESFA.23.3.033,<LOD
1578,C12.1n7c,BESFA.23.3.038,0.3
1579,C12.1n7c,BESFA.23.3.043,<LOD
1580,C12.1n7c,BESFA.23.3.048,0.7
1581,C12.1n7c,BESFA.23.3.053,<LOD
1582,C12.1n7c,BESFA.23.3.058,1.2
1583,C12.1n7c,BESFA.23.3.063,<LOD
1584,C12.1n7c,BESFA.23.3.068,0.9
1585,C12.1n7c,BESFA.23.3.073,0.1
1586,C12.1n7c,BESFA.23.3.078,0
1587,C12.1n7c,BESFA.23.3.083,<LOD
1588,C12.1n7c,BESFA.23.3.088,0.5
1589,C12.1n7c,BESFA.23.3.093,<LOD
1590,C12.1n7c,BESFA.23.3.098,3
1591,C13.0,BESFA.23.3.003,<LOQ
1592,C13.0,BESFA.23.3.008,0.3
1593,C13.0,BESFA.23.3.013,<LOD
1594,C13.0,BESFA.23.3.018,0.3
1595,C13.0,BESFA.23.3.023,<LOD
1596,C13.0,BESFA.23.3.028,0.3
1597,C13.0,BESFA.23.3.033,<LOD
1598,C13.0,BESFA.23.3.038,0.3
1599,C13.0,BESFA.23.3.043,<LOD
1600,C13.0,BESFA.23.3.048,0.5
1601,C13.0,BESFA.23.3.053,<LOD
1602,C13.0,BESFA.23.3.058,0.3
1603,C13.0,BESFA.23.3.063,0.1
1604,C13.0,BESFA.23.3.068,0.8
1605,C13.0,BESFA.23.3.073,<LOD
1606,C13.0,BESFA.23.3.078,0.9
1607,C13.0,BESFA.23.3.083,<LOD
1608,C13.0,BESFA.23.3.088,0.4
1609,C13.0,BESFA.23.3.093,<LOD
1610,C13.0,BESFA.23.3.098,1.6
1611,C14.0,BESFA.23.3.003,0.9
1612,C14.0,BESFA.23.3.008,33.5
1613,C14.0,BESFA.23.3.013,0.8
1614,C14.0,BESFA.23.3.018,31.3
1615,C14.0,BESFA.23.3.023,0.4
1616,C14.0,BESFA.23.3.028,7.1
1617,C14.0,BESFA.23.3.033,0.7
1618,C14.0,BESFA.23.3.038,50.4
1619,C14.0,BESFA.23.3.043,0.5
1620,C14.0,BESFA.23.3.048,47.9
1621,C14.0,BESFA.23.3.053,0.5
1622,C14.0,BESFA.23.3.058,30.9
1623,C14.0,BESFA.23.3.063,0.8
1624,C14.0,BESFA.23.3.068,77.6
1625,C14.0,BESFA.23.3.073,1.3
1626,C14.0,BESFA.23.3.078,62
1627,C14.0,BESFA.23.3.083,0.6
1628,C14.0,BESFA.23.3.088,11
1629,C14.0,BESFA.23.3.093,2.3
1630,C14.0,BESFA.23.3.098,130
1631,C14.1n5c,BESFA.23.3.003,<LOD
1632,C14.1n5c,BESFA.23.3.008,2.2
1633,C14.1n5c,BESFA.23.3.013,<LOD
1634,C14.1n5c,BESFA.23.3.018,0.8
1635,C14.1n5c,BESFA.23.3.023,<LOD
1636,C14.1n5c,BESFA.23.3.028,<LOD
1637,C14.1n5c,BESFA.23.3.033,<LOD
1638,C14.1n5c,BESFA.23.3.038,1.8
1639,C14.1n5c,BESFA.23.3.043,<LOD
1640,C14.1n5c,BESFA.23.3.048,1.6
1641,C14.1n5c,BESFA.23.3.053,<LOD
1642,C14.1n5c,BESFA.23.3.058,1.8
1643,C14.1n5c,BESFA.23.3.063,<LOD
1644,C14.1n5c,BESFA.23.3.068,3.7
1645,C14.1n5c,BESFA.23.3.073,<LOD
1646,C14.1n5c,BESFA.23.3.078,1.3
1647,C14.1n5c,BESFA.23.3.083,<LOD
1648,C14.1n5c,BESFA.23.3.088,<LOD
1649,C14.1n5c,BESFA.23.3.093,<LOD
1650,C14.1n5c,BESFA.23.3.098,11.2
1651,C15.0,BESFA.23.3.003,0.1
1652,C15.0,BESFA.23.3.008,6.3
1653,C15.0,BESFA.23.3.013,0.6
1654,C15.0,BESFA.23.3.018,14.2
1655,C15.0,BESFA.23.3.023,0.1
1656,C15.0,BESFA.23.3.028,3
1657,C15.0,BESFA.23.3.033,0.5
1658,C15.0,BESFA.23.3.038,15.7
1659,C15.0,BESFA.23.3.043,<LOD
1660,C15.0,BESFA.23.3.048,18.7
1661,C15.0,BESFA.23.3.053,0.1
1662,C15.0,BESFA.23.3.058,20.1
1663,C15.0,BESFA.23.3.063,0.7
1664,C15.0,BESFA.23.3.068,34.1
1665,C15.0,BESFA.23.3.073,0.1
1666,C15.0,BESFA.23.3.078,15.7
1667,C15.0,BESFA.23.3.083,0.5
1668,C15.0,BESFA.23.3.088,6.6
1669,C15.0,BESFA.23.3.093,1.4
1670,C15.0,BESFA.23.3.098,42.6
1671,C16.0,BESFA.23.3.003,12.1
1672,C16.0,BESFA.23.3.008,167.5
1673,C16.0,BESFA.23.3.013,15.7
1674,C16.0,BESFA.23.3.018,217.6
1675,C16.0,BESFA.23.3.023,6.5
1676,C16.0,BESFA.23.3.028,57.6
1677,C16.0,BESFA.23.3.033,14.3
1678,C16.0,BESFA.23.3.038,400.3
1679,C16.0,BESFA.23.3.043,7.4
1680,C16.0,BESFA.23.3.048,360
1681,C16.0,BESFA.23.3.053,9.1
1682,C16.0,BESFA.23.3.058,277.7
1683,C16.0,BESFA.23.3.063,16.2
1684,C16.0,BESFA.23.3.068,73.2
1685,C16.0,BESFA.23.3.073,12.3
1686,C16.0,BESFA.23.3.078,302.8
1687,C16.0,BESFA.23.3.083,9.9
1688,C16.0,BESFA.23.3.088,91.9
1689,C16.0,BESFA.23.3.093,40.1
1690,C16.0,BESFA.23.3.098,766.4
1691,C16.1n7c,BESFA.23.3.003,2.2
1692,C16.1n7c,BESFA.23.3.008,128.8
1693,C16.1n7c,BESFA.23.3.013,2.7
1694,C16.1n7c,BESFA.23.3.018,113.6
1695,C16.1n7c,BESFA.23.3.023,<LOQ
1696,C16.1n7c,BESFA.23.3.028,13.1
1697,C16.1n7c,BESFA.23.3.033,2.8
1698,C16.1n7c,BESFA.23.3.038,200.6
1699,C16.1n7c,BESFA.23.3.043,1.6
1700,C16.1n7c,BESFA.23.3.048,179.1
1701,C16.1n7c,BESFA.23.3.053,<LOQ
1702,C16.1n7c,BESFA.23.3.058,141.7
1703,C16.1n7c,BESFA.23.3.063,3
1704,C16.1n7c,BESFA.23.3.068,250.9
1705,C16.1n7c,BESFA.23.3.073,<LOQ
1706,C16.1n7c,BESFA.23.3.078,116.5
1707,C16.1n7c,BESFA.23.3.083,<LOQ
1708,C16.1n7c,BESFA.23.3.088,26.6
1709,C16.1n7c,BESFA.23.3.093,12
1710,C16.1n7c,BESFA.23.3.098,429.2
1711,C16.2n4,BESFA.23.3.003,<LOD
1712,C16.2n4,BESFA.23.3.008,1.4
1713,C16.2n4,BESFA.23.3.013,<LOD
1714,C16.2n4,BESFA.23.3.018,0.7
1715,C16.2n4,BESFA.23.3.023,<LOD
1716,C16.2n4,BESFA.23.3.028,<LOD
1717,C16.2n4,BESFA.23.3.033,<LOD
1718,C16.2n4,BESFA.23.3.038,1.7
1719,C16.2n4,BESFA.23.3.043,<LOD
1720,C16.2n4,BESFA.23.3.048,26.5
1721,C16.2n4,BESFA.23.3.053,<LOD
1722,C16.2n4,BESFA.23.3.058,1.3
1723,C16.2n4,BESFA.23.3.063,<LOD
1724,C16.2n4,BESFA.23.3.068,2.9
1725,C16.2n4,BESFA.23.3.073,<LOD
1726,C16.2n4,BESFA.23.3.078,2.8
1727,C16.2n4,BESFA.23.3.083,<LOD
1728,C16.2n4,BESFA.23.3.088,<LOD
1729,C16.2n4,BESFA.23.3.093,<LOD
1730,C16.2n4,BESFA.23.3.098,6.3
1731,C17.0,BESFA.23.3.003,0.7
1732,C17.0,BESFA.23.3.008,8.4
1733,C17.0,BESFA.23.3.013,1.4
1734,C17.0,BESFA.23.3.018,25.3
1735,C17.0,BESFA.23.3.023,0.5
1736,C17.0,BESFA.23.3.028,11.2
1737,C17.0,BESFA.23.3.033,0.8
1738,C17.0,BESFA.23.3.038,20.8
1739,C17.0,BESFA.23.3.043,0.7
1740,C17.0,BESFA.23.3.048,37.5
1741,C17.0,BESFA.23.3.053,0.9
1742,C17.0,BESFA.23.3.058,31.2
1743,C17.0,BESFA.23.3.063,1.1
1744,C17.0,BESFA.23.3.068,38.4
1745,C17.0,BESFA.23.3.073,1
1746,C17.0,BESFA.23.3.078,21.5
1747,C17.0,BESFA.23.3.083,1.1
1748,C17.0,BESFA.23.3.088,17.9
1749,C17.0,BESFA.23.3.093,2.5
1750,C17.0,BESFA.23.3.098,55.3
1751,C17.1n7c,BESFA.23.3.003,<LOD
1752,C17.1n7c,BESFA.23.3.008,2.5
1753,C17.1n7c,BESFA.23.3.013,<LOD
1754,C17.1n7c,BESFA.23.3.018,10.2
1755,C17.1n7c,BESFA.23.3.023,<LOD
1756,C17.1n7c,BESFA.23.3.028,2.7
1757,C17.1n7c,BESFA.23.3.033,<LOD
1758,C17.1n7c,BESFA.23.3.038,15.8
1759,C17.1n7c,BESFA.23.3.043,<LOD
1760,C17.1n7c,BESFA.23.3.048,7.2
1761,C17.1n7c,BESFA.23.3.053,<LOD
1762,C17.1n7c,BESFA.23.3.058,31.7
1763,C17.1n7c,BESFA.23.3.063,1.2
1764,C17.1n7c,BESFA.23.3.068,22.3
1765,C17.1n7c,BESFA.23.3.073,<LOD
1766,C17.1n7c,BESFA.23.3.078,4.7
1767,C17.1n7c,BESFA.23.3.083,<LOD
1768,C17.1n7c,BESFA.23.3.088,5.9
1769,C17.1n7c,BESFA.23.3.093,2.4
1770,C17.1n7c,BESFA.23.3.098,34.1
1771,C16.4n3,BESFA.23.3.003,<LOD
1772,C16.4n3,BESFA.23.3.008,2.3
1773,C16.4n3,BESFA.23.3.013,<LOD
1774,C16.4n3,BESFA.23.3.018,0.9
1775,C16.4n3,BESFA.23.3.023,<LOD
1776,C16.4n3,BESFA.23.3.028,0.5
1777,C16.4n3,BESFA.23.3.033,<LOD
1778,C16.4n3,BESFA.23.3.038,1.8
1779,C16.4n3,BESFA.23.3.043,<LOD
1780,C16.4n3,BESFA.23.3.048,2.2
1781,C16.4n3,BESFA.23.3.053,<LOD
1782,C16.4n3,BESFA.23.3.058,2
1783,C16.4n3,BESFA.23.3.063,<LOD
1784,C16.4n3,BESFA.23.3.068,4.1
1785,C16.4n3,BESFA.23.3.073,<LOD
1786,C16.4n3,BESFA.23.3.078,2
1787,C16.4n3,BESFA.23.3.083,<LOD
1788,C16.4n3,BESFA.23.3.088,0.3
1789,C16.4n3,BESFA.23.3.093,<LOD
1790,C16.4n3,BESFA.23.3.098,12.8
1791,C16.4n1,BESFA.23.3.003,<LOD
1792,C16.4n1,BESFA.23.3.008,7.4
1793,C16.4n1,BESFA.23.3.013,<LOD
1794,C16.4n1,BESFA.23.3.018,2
1795,C16.4n1,BESFA.23.3.023,<LOD
1796,C16.4n1,BESFA.23.3.028,<LOD
1797,C16.4n1,BESFA.23.3.033,<LOD
1798,C16.4n1,BESFA.23.3.038,6.4
1799,C16.4n1,BESFA.23.3.043,<LOD
1800,C16.4n1,BESFA.23.3.048,4.3
1801,C16.4n1,BESFA.23.3.053,<LOD
1802,C16.4n1,BESFA.23.3.058,4.4
1803,C16.4n1,BESFA.23.3.063,<LOD
1804,C16.4n1,BESFA.23.3.068,15.9
1805,C16.4n1,BESFA.23.3.073,0.4
1806,C16.4n1,BESFA.23.3.078,6.1
1807,C16.4n1,BESFA.23.3.083,<LOD
1808,C16.4n1,BESFA.23.3.088,0.6
1809,C16.4n1,BESFA.23.3.093,<LOD
1810,C16.4n1,BESFA.23.3.098,55.1
1811,C18.0,BESFA.23.3.003,3.3
1812,C18.0,BESFA.23.3.008,25.4
1813,C18.0,BESFA.23.3.013,5.3
1814,C18.0,BESFA.23.3.018,61.5
1815,C18.0,BESFA.23.3.023,2.1
1816,C18.0,BESFA.23.3.028,21.6
1817,C18.0,BESFA.23.3.033,3.5
1818,C18.0,BESFA.23.3.038,75.6
1819,C18.0,BESFA.23.3.043,2.5
1820,C18.0,BESFA.23.3.048,128.9
1821,C18.0,BESFA.23.3.053,3.4
1822,C18.0,BESFA.23.3.058,84
1823,C18.0,BESFA.23.3.063,5.3
1824,C18.0,BESFA.23.3.068,128.8
1825,C18.0,BESFA.23.3.073,3.3
1826,C18.0,BESFA.23.3.078,83.1
1827,C18.0,BESFA.23.3.083,3.3
1828,C18.0,BESFA.23.3.088,44.7
1829,C18.0,BESFA.23.3.093,11.1
1830,C18.0,BESFA.23.3.098,154.9
1831,C18.1n9c,BESFA.23.3.003,<LOQ
1832,C18.1n9c,BESFA.23.3.008,52.2
1833,C18.1n9c,BESFA.23.3.013,8.3
1834,C18.1n9c,BESFA.23.3.018,126.9
1835,C18.1n9c,BESFA.23.3.023,<LOQ
1836,C18.1n9c,BESFA.23.3.028,22.9
1837,C18.1n9c,BESFA.23.3.033,6.6
1838,C18.1n9c,BESFA.23.3.038,252
1839,C18.1n9c,BESFA.23.3.043,<LOQ
1840,C18.1n9c,BESFA.23.3.048,175.8
1841,C18.1n9c,BESFA.23.3.053,<LOQ
1842,C18.1n9c,BESFA.23.3.058,154.2
1843,C18.1n9c,BESFA.23.3.063,7.5
1844,C18.1n9c,BESFA.23.3.068,385.2
1845,C18.1n9c,BESFA.23.3.073,<LOQ
1846,C18.1n9c,BESFA.23.3.078,162.7
1847,C18.1n9c,BESFA.23.3.083,<LOQ
1848,C18.1n9c,BESFA.23.3.088,49.1
1849,C18.1n9c,BESFA.23.3.093,18.3
1850,C18.1n9c,BESFA.23.3.098,502.5
1851,C18.1n7c,BESFA.23.3.003,<LOQ
1852,C18.1n7c,BESFA.23.3.008,39
1853,C18.1n7c,BESFA.23.3.013,<LOQ
1854,C18.1n7c,BESFA.23.3.018,44.3
1855,C18.1n7c,BESFA.23.3.023,<LOQ
1856,C18.1n7c,BESFA.23.3.028,10
1857,C18.1n7c,BESFA.23.3.033,<LOQ
1858,C18.1n7c,BESFA.23.3.038,82.5
1859,C18.1n7c,BESFA.23.3.043,<LOQ
1860,C18.1n7c,BESFA.23.3.048,55.7
1861,C18.1n7c,BESFA.23.3.053,<LOQ
1862,C18.1n7c,BESFA.23.3.058,48.8
1863,C18.1n7c,BESFA.23.3.063,<LOQ
1864,C18.1n7c,BESFA.23.3.068,80.6
1865,C18.1n7c,BESFA.23.3.073,<LOQ
1866,C18.1n7c,BESFA.23.3.078,49.4
1867,C18.1n7c,BESFA.23.3.083,<LOQ
1868,C18.1n7c,BESFA.23.3.088,17.2
1869,C18.1n7c,BESFA.23.3.093,3.9
1870,C18.1n7c,BESFA.23.3.098,99.7
1871,C18.2n6c,BESFA.23.3.003,<LOQ
1872,C18.2n6c,BESFA.23.3.008,10.1
1873,C18.2n6c,BESFA.23.3.013,<LOQ
1874,C18.2n6c,BESFA.23.3.018,23.3
1875,C18.2n6c,BESFA.23.3.023,<LOD
1876,C18.2n6c,BESFA.23.3.028,6.1
1877,C18.2n6c,BESFA.23.3.033,<LOQ
1878,C18.2n6c,BESFA.23.3.038,19.1
1879,C18.2n6c,BESFA.23.3.043,<LOD
1880,C18.2n6c,BESFA.23.3.048,20.7
1881,C18.2n6c,BESFA.23.3.053,<LOQ
1882,C18.2n6c,BESFA.23.3.058,16.5
1883,C18.2n6c,BESFA.23.3.063,<LOQ
1884,C18.2n6c,BESFA.23.3.068,35.9
1885,C18.2n6c,BESFA.23.3.073,<LOQ
1886,C18.2n6c,BESFA.23.3.078,29.1
1887,C18.2n6c,BESFA.23.3.083,<LOQ
1888,C18.2n6c,BESFA.23.3.088,7.4
1889,C18.2n6c,BESFA.23.3.093,<LOQ
1890,C18.2n6c,BESFA.23.3.098,58.7
1891,C18.3n3c,BESFA.23.3.003,<LOD
1892,C18.3n3c,BESFA.23.3.008,8
1893,C18.3n3c,BESFA.23.3.013,<LOQ
1894,C18.3n3c,BESFA.23.3.018,18.3
1895,C18.3n3c,BESFA.23.3.023,<LOD
1896,C18.3n3c,BESFA.23.3.028,3.2
1897,C18.3n3c,BESFA.23.3.033,<LOD
1898,C18.3n3c,BESFA.23.3.038,11.2
1899,C18.3n3c,BESFA.23.3.043,<LOD
1900,C18.3n3c,BESFA.23.3.048,32.1
1901,C18.3n3c,BESFA.23.3.053,<LOD
1902,C18.3n3c,BESFA.23.3.058,12.3
1903,C18.3n3c,BESFA.23.3.063,<LOQ
1904,C18.3n3c,BESFA.23.3.068,41.1
1905,C18.3n3c,BESFA.23.3.073,<LOD
1906,C18.3n3c,BESFA.23.3.078,22.9
1907,C18.3n3c,BESFA.23.3.083,<LOD
1908,C18.3n3c,BESFA.23.3.088,3.8
1909,C18.3n3c,BESFA.23.3.093,<LOQ
1910,C18.3n3c,BESFA.23.3.098,79.3
1911,C18.4n3,BESFA.23.3.003,<LOD
1912,C18.4n3,BESFA.23.3.008,112.5
1913,C18.4n3,BESFA.23.3.013,<LOD
1914,C18.4n3,BESFA.23.3.018,14.4
1915,C18.4n3,BESFA.23.3.023,<LOD
1916,C18.4n3,BESFA.23.3.028,2
1917,C18.4n3,BESFA.23.3.033,<LOD
1918,C18.4n3,BESFA.23.3.038,37
1919,C18.4n3,BESFA.23.3.043,<LOD
1920,C18.4n3,BESFA.23.3.048,22
1921,C18.4n3,BESFA.23.3.053,<LOD
1922,C18.4n3,BESFA.23.3.058,17.7
1923,C18.4n3,BESFA.23.3.063,<LOD
1924,C18.4n3,BESFA.23.3.068,50.7
1925,C18.4n3,BESFA.23.3.073,0.4
1926,C18.4n3,BESFA.23.3.078,31.5
1927,C18.4n3,BESFA.23.3.083,<LOD
1928,C18.4n3,BESFA.23.3.088,3.6
1929,C18.4n3,BESFA.23.3.093,<LOD
1930,C18.4n3,BESFA.23.3.098,105.3
1931,C20.0,BESFA.23.3.003,0.4
1932,C20.0,BESFA.23.3.008,1.5
1933,C20.0,BESFA.23.3.013,0.5
1934,C20.0,BESFA.23.3.018,2.8
1935,C20.0,BESFA.23.3.023,0.3
1936,C20.0,BESFA.23.3.028,1.5
1937,C20.0,BESFA.23.3.033,0.3
1938,C20.0,BESFA.23.3.038,4.8
1939,C20.0,BESFA.23.3.043,0.4
1940,C20.0,BESFA.23.3.048,4.6
1941,C20.0,BESFA.23.3.053,0.4
1942,C20.0,BESFA.23.3.058,4.5
1943,C20.0,BESFA.23.3.063,0.5
1944,C20.0,BESFA.23.3.068,8.1
1945,C20.0,BESFA.23.3.073,0.5
1946,C20.0,BESFA.23.3.078,4
1947,C20.0,BESFA.23.3.083,0.5
1948,C20.0,BESFA.23.3.088,2.8
1949,C20.0,BESFA.23.3.093,0.9
1950,C20.0,BESFA.23.3.098,10.2
1951,C20.1n9c,BESFA.23.3.003,<LOD
1952,C20.1n9c,BESFA.23.3.008,60.1
1953,C20.1n9c,BESFA.23.3.013,2.1
1954,C20.1n9c,BESFA.23.3.018,152.2
1955,C20.1n9c,BESFA.23.3.023,<LOD
1956,C20.1n9c,BESFA.23.3.028,16.8
1957,C20.1n9c,BESFA.23.3.033,<LOD
1958,C20.1n9c,BESFA.23.3.038,85.8
1959,C20.1n9c,BESFA.23.3.043,<LOD
1960,C20.1n9c,BESFA.23.3.048,296.6
1961,C20.1n9c,BESFA.23.3.053,<LOD
1962,C20.1n9c,BESFA.23.3.058,173.7
1963,C20.1n9c,BESFA.23.3.063,<LOD
1964,C20.1n9c,BESFA.23.3.068,211
1965,C20.1n9c,BESFA.23.3.073,1.7
1966,C20.1n9c,BESFA.23.3.078,140.2
1967,C20.1n9c,BESFA.23.3.083,<LOD
1968,C20.1n9c,BESFA.23.3.088,38
1969,C20.1n9c,BESFA.23.3.093,2.1
1970,C20.1n9c,BESFA.23.3.098,354.4
1971,C20.2n6c,BESFA.23.3.003,1.5
1972,C20.2n6c,BESFA.23.3.008,22.6
1973,C20.2n6c,BESFA.23.3.013,<LOQ
1974,C20.2n6c,BESFA.23.3.018,60.5
1975,C20.2n6c,BESFA.23.3.023,<LOQ
1976,C20.2n6c,BESFA.23.3.028,14.7
1977,C20.2n6c,BESFA.23.3.033,<LOQ
1978,C20.2n6c,BESFA.23.3.038,49.5
1979,C20.2n6c,BESFA.23.3.043,<LOQ
1980,C20.2n6c,BESFA.23.3.048,130.9
1981,C20.2n6c,BESFA.23.3.053,<LOQ
1982,C20.2n6c,BESFA.23.3.058,62.9
1983,C20.2n6c,BESFA.23.3.063,<LOQ
1984,C20.2n6c,BESFA.23.3.068,119.4
1985,C20.2n6c,BESFA.23.3.073,<LOQ
1986,C20.2n6c,BESFA.23.3.078,33.2
1987,C20.2n6c,BESFA.23.3.083,<LOQ
1988,C20.2n6c,BESFA.23.3.088,20.5
1989,C20.2n6c,BESFA.23.3.093,<LOQ
1990,C20.2n6c,BESFA.23.3.098,170.7
1991,C20.3n6,BESFA.23.3.003,<LOD
1992,C20.3n6,BESFA.23.3.008,2.3
1993,C20.3n6,BESFA.23.3.013,<LOD
1994,C20.3n6,BESFA.23.3.018,3.5
1995,C20.3n6,BESFA.23.3.023,<LOD
1996,C20.3n6,BESFA.23.3.028,1.2
1997,C20.3n6,BESFA.23.3.033,<LOD
1998,C20.3n6,BESFA.23.3.038,3.3
1999,C20.3n6,BESFA.23.3.043,<LOD
2000,C20.3n6,BESFA.23.3.048,7.9
2001,C20.3n6,BESFA.23.3.053,<LOD
2002,C20.3n6,BESFA.23.3.058,4.1
2003,C20.3n6,BESFA.23.3.063,<LOD
2004,C20.3n6,BESFA.23.3.068,7.7
2005,C20.3n6,BESFA.23.3.073,<LOD
2006,C20.3n6,BESFA.23.3.078,3.6
2007,C20.3n6,BESFA.23.3.083,<LOD
2008,C20.3n6,BESFA.23.3.088,1.2
2009,C20.3n6,BESFA.23.3.093,<LOD
2010,C20.3n6,BESFA.23.3.098,6.2
2011,C20.4n6c,BESFA.23.3.003,3.4
2012,C20.4n6c,BESFA.23.3.008,39.4
2013,C20.4n6c,BESFA.23.3.013,6.5
2014,C20.4n6c,BESFA.23.3.018,114.8
2015,C20.4n6c,BESFA.23.3.023,<LOD
2016,C20.4n6c,BESFA.23.3.028,73.9
2017,C20.4n6c,BESFA.23.3.033,<LOD
2018,C20.4n6c,BESFA.23.3.038,71.4
2019,C20.4n6c,BESFA.23.3.043,<LOD
2020,C20.4n6c,BESFA.23.3.048,185.9
2021,C20.4n6c,BESFA.23.3.053,<LOD
2022,C20.4n6c,BESFA.23.3.058,52.2
2023,C20.4n6c,BESFA.23.3.063,5.9
2024,C20.4n6c,BESFA.23.3.068,168.5
2025,C20.4n6c,BESFA.23.3.073,<LOD
2026,C20.4n6c,BESFA.23.3.078,82.8
2027,C20.4n6c,BESFA.23.3.083,<LOD
2028,C20.4n6c,BESFA.23.3.088,88.4
2029,C20.4n6c,BESFA.23.3.093,4.7
2030,C20.4n6c,BESFA.23.3.098,199.5
2031,C20.5n3,BESFA.23.3.003,11.1
2032,C20.5n3,BESFA.23.3.008,168.8
2033,C20.5n3,BESFA.23.3.013,8.7
2034,C20.5n3,BESFA.23.3.018,218.3
2035,C20.5n3,BESFA.23.3.023,<LOQ
2036,C20.5n3,BESFA.23.3.028,112.2
2037,C20.5n3,BESFA.23.3.033,7.3
2038,C20.5n3,BESFA.23.3.038,398.4
2039,C20.5n3,BESFA.23.3.043,3.9
2040,C20.5n3,BESFA.23.3.048,452.3
2041,C20.5n3,BESFA.23.3.053,6.9
2042,C20.5n3,BESFA.23.3.058,334.1
2043,C20.5n3,BESFA.23.3.063,12.4
2044,C20.5n3,BESFA.23.3.068,820.5
2045,C20.5n3,BESFA.23.3.073,7.1
2046,C20.5n3,BESFA.23.3.078,256.5
2047,C20.5n3,BESFA.23.3.083,6.1
2048,C20.5n3,BESFA.23.3.088,127.3
2049,C20.5n3,BESFA.23.3.093,24.4
2050,C20.5n3,BESFA.23.3.098,1143.4
2051,C22.0,BESFA.23.3.003,<LOQ
2052,C22.0,BESFA.23.3.008,1.8
2053,C22.0,BESFA.23.3.013,<LOQ
2054,C22.0,BESFA.23.3.018,2.8
