,FA,SampleID,ug
3050,C14.0,BESFA.23.3.097,1051.5
3051,C14.0,BESFA.23.3.005,<LOD
3052,C14.0,BESFA.23.3.015,<LOD
3053,C14.0,BESFA.23.3.025,<LOD
3054,C14.0,BESFA.23.3.035,<LOD
3055,C14.0,BESFA.23.3.045,<LOD
3056,C14.0,BESFA.23.3.055,<LOD
3057,C14.0,BESFA.23.3.065,<LOD
3058,C14.0,BESFA.23.3.075,<LOD
3059,C14.0,BESFA.23.3.085,<LOD
3060,C14.0,BESFA.23.3.095,<LOD
3061,C14.0,BESFA.23.3.002,<LOD
3062,C14.0,BESFA.23.3.012,<LOD
3063,C14.0,BESFA.23.3.022,<LOD
3064,C14.0,BESFA.23.3.032,<LOD
3065,C14.0,BESFA.23.3.042,<LOD
3066,C14.0,BESFA.23.3.052,<LOD
3067,C14.0,BESFA.23.3.062,<LOD
3068,C14.0,BESFA.23.3.072,<LOD
3069,C14.0,BESFA.23.3.082,<LOD
3070,C14.0,BESFA.23.3.092,<LOD
3071,C14.1n5c,BESFA.23.3.010,<LOQ
3072,C14.1n5c,BESFA.23.3.020,<LOD
3073,C14.1n5c,BESFA.23.3.030,<LOD
3074,C14.1n5c,BESFA.23.3.040,<LOD
3075,C14.1n5c,BESFA.23.3.050,<LOD
3076,C14.1n5c,BESFA.23.3.060,<LOQ
3077,C14.1n5c,BESFA.23.3.070,<LOQ
3078,C14.1n5c,BESFA.23.3.080,<LOQ
3079,C14.1n5c,BESFA.23.3.090,<LOD
3080,C14.1n5c,BESFA.23.3.100,19.3
3081,C14.1n5c,BESFA.23.3.007,40.3
3082,C14.1n5c,BESFA.23.3.017,10.4
3083,C14.1n5c,BESFA.23.3.027,<LOD
3084,C14.1n5c,BESFA.23.3.037,9.6
3085,C14.1n5c,BESFA.23.3.047,11.2
3086,C14.1n5c,BESFA.23.3.057,8.6
3087,C14.1n5c,BESFA.23.3.067,25.8
3088,C14.1n5c,BESFA.23.3.077,5.1
3089,C14.1n5c,BESFA.23.3.087,<LOQ
3090,C14.1n5c,BESFA.23.3.097,76.1
3091,C14.1n5c,BESFA.23.3.005,<LOD
3092,C14.1n5c,BESFA.23.3.015,<LOD
3093,C14.1n5c,BESFA.23.3.025,<LOD
3094,C14.1n5c,BESFA.23.3.035,<LOD
3095,C14.1n5c,BESFA.23.3.045,<LOD
3096,C14.1n5c,BESFA.23.3.055,<LOD
3097,C14.1n5c,BESFA.23.3.065,<LOD
3098,C14.1n5c,BESFA.23.3.075,<LOD
3099,C14.1n5c,BESFA.23.3.085,<LOD
3100,C14.1n5c,BESFA.23.3.095,<LOD
3101,C14.1n5c,BESFA.23.3.002,<LOD
3102,C14.1n5c,BESFA.23.3.012,<LOD
3103,C14.1n5c,BESFA.23.3.022,<LOD
3104,C14.1n5c,BESFA.23.3.032,<LOD
3105,C14.1n5c,BESFA.23.3.042,<LOD
3106,C14.1n5c,BESFA.23.3.052,<LOD
3107,C14.1n5c,BESFA.23.3.062,<LOD
3108,C14.1n5c,BESFA.23.3.072,<LOD
3109,C14.1n5c,BESFA.23.3.082,<LOD
3110,C14.1n5c,BESFA.23.3.092,<LOD
3111,C15.0,BESFA.23.3.010,6.2
3112,C15.0,BESFA.23.3.020,13.1
3113,C15.0,BESFA.23.3.030,5.4
3114,C15.0,BESFA.23.3.040,10.2
3115,C15.0,BESFA.23.3.050,18.2
3116,C15.0,BESFA.23.3.060,12.4
3117,C15.0,BESFA.23.3.070,26.4
3118,C15.0,BESFA.23.3.080,12.2
3119,C15.0,BESFA.23.3.090,5.8
3120,C15.0,BESFA.23.3.100,67
3121,C15.0,BESFA.23.3.007,125
3122,C15.0,BESFA.23.3.017,209.2
3123,C15.0,BESFA.23.3.027,29.5
3124,C15.0,BESFA.23.3.037,96.1
3125,C15.0,BESFA.23.3.047,134
3126,C15.0,BESFA.23.3.057,95.2
3127,C15.0,BESFA.23.3.067,213.8
3128,C15.0,BESFA.23.3.077,84.9
3129,C15.0,BESFA.23.3.087,51.4
3130,C15.0,BESFA.23.3.097,276.5
3131,C15.0,BESFA.23.3.005,<LOD
3132,C15.0,BESFA.23.3.015,<LOD
3133,C15.0,BESFA.23.3.025,<LOD
3134,C15.0,BESFA.23.3.035,<LOD
3135,C15.0,BESFA.23.3.045,<LOD
3136,C15.0,BESFA.23.3.055,<LOD
3137,C15.0,BESFA.23.3.065,<LOD
3138,C15.0,BESFA.23.3.075,<LOD
3139,C15.0,BESFA.23.3.085,<LOD
3140,C15.0,BESFA.23.3.095,<LOQ
3141,C15.0,BESFA.23.3.002,<LOD
3142,C15.0,BESFA.23.3.012,<LOD
3143,C15.0,BESFA.23.3.022,<LOD
3144,C15.0,BESFA.23.3.032,<LOD
3145,C15.0,BESFA.23.3.042,<LOD
3146,C15.0,BESFA.23.3.052,<LOD
3147,C15.0,BESFA.23.3.062,<LOD
3148,C15.0,BESFA.23.3.072,<LOD
3149,C15.0,BESFA.23.3.082,<LOD
3150,C15.0,BESFA.23.3.092,<LOD
3151,C16.0,BESFA.23.3.010,134.8
3152,C16.0,BESFA.23.3.020,270.8
3153,C16.0,BESFA.23.3.030,93.3
3154,C16.0,BESFA.23.3.040,289.1
3155,C16.0,BESFA.23.3.050,355.4
3156,C16.0,BESFA.23.3.060,229.8
3157,C16.0,BESFA.23.3.070,490.2
3158,C16.0,BESFA.23.3.080,247.1
3159,C16.0,BESFA.23.3.090,127.4
3160,C16.0,BESFA.23.3.100,1436.1
3161,C16.0,BESFA.23.3.007,2624.7
3162,C16.0,BESFA.23.3.017,4081.2
3163,C16.0,BESFA.23.3.027,479.5
3164,C16.0,BESFA.23.3.037,2825.9
3165,C16.0,BESFA.23.3.047,2542.3
3166,C16.0,BESFA.23.3.057,1626.5
3167,C16.0,BESFA.23.3.067,1833.3
3168,C16.0,BESFA.23.3.077,1804.1
3169,C16.0,BESFA.23.3.087,858.6
3170,C16.0,BESFA.23.3.097,6192.9
3171,C16.0,BESFA.23.3.005,<LOD
3172,C16.0,BESFA.23.3.015,<LOD
3173,C16.0,BESFA.23.3.025,<LOD
3174,C16.0,BESFA.23.3.035,<LOD
3175,C16.0,BESFA.23.3.045,<LOD
3176,C16.0,BESFA.23.3.055,<LOD
3177,C16.0,BESFA.23.3.065,<LOD
3178,C16.0,BESFA.23.3.075,<LOD
3179,C16.0,BESFA.23.3.085,<LOD
3180,C16.0,BESFA.23.3.095,<LOD
3181,C16.0,BESFA.23.3.002,<LOD
3182,C16.0,BESFA.23.3.012,<LOD
3183,C16.0,BESFA.23.3.022,<LOD
3184,C16.0,BESFA.23.3.032,<LOD
3185,C16.0,BESFA.23.3.042,<LOD
3186,C16.0,BESFA.23.3.052,<LOD
3187,C16.0,BESFA.23.3.062,<LOD
3188,C16.0,BESFA.23.3.072,<LOD
3189,C16.0,BESFA.23.3.082,<LOD
3190,C16.0,BESFA.23.3.092,<LOD
3191,C16.1n7c,BESFA.23.3.010,68.5
3192,C16.1n7c,BESFA.23.3.020,80.1
3193,C16.1n7c,BESFA.23.3.030,25.3
3194,C16.1n7c,BESFA.23.3.040,118.8
3195,C16.1n7c,BESFA.23.3.050,126
3196,C16.1n7c,BESFA.23.3.060,72.3
3197,C16.1n7c,BESFA.23.3.070,201
3198,C16.1n7c,BESFA.23.3.080,74
3199,C16.1n7c,BESFA.23.3.090,25.7
3200,C16.1n7c,BESFA.23.3.100,770.4
3201,C16.1n7c,BESFA.23.3.007,1227.4
3202,C16.1n7c,BESFA.23.3.017,1270.8
3203,C16.1n7c,BESFA.23.3.027,134.9
3204,C16.1n7c,BESFA.23.3.037,1091.6
3205,C16.1n7c,BESFA.23.3.047,912.3
3206,C16.1n7c,BESFA.23.3.057,560.3
3207,C16.1n7c,BESFA.23.3.067,1568.1
3208,C16.1n7c,BESFA.23.3.077,491.3
3209,C16.1n7c,BESFA.23.3.087,227.3
3210,C16.1n7c,BESFA.23.3.097,3127
3211,C16.1n7c,BESFA.23.3.005,<LOD
3212,C16.1n7c,BESFA.23.3.015,<LOD
3213,C16.1n7c,BESFA.23.3.025,<LOD
3214,C16.1n7c,BESFA.23.3.035,<LOD
3215,C16.1n7c,BESFA.23.3.045,<LOD
3216,C16.1n7c,BESFA.23.3.055,<LOD
3217,C16.1n7c,BESFA.23.3.065,<LOD
3218,C16.1n7c,BESFA.23.3.075,<LOD
3219,C16.1n7c,BESFA.23.3.085,<LOD
3220,C16.1n7c,BESFA.23.3.095,<LOQ
3221,C16.1n7c,BESFA.23.3.002,<LOD
3222,C16.1n7c,BESFA.23.3.012,<LOD
3223,C16.1n7c,BESFA.23.3.022,<LOD
3224,C16.1n7c,BESFA.23.3.032,<LOD
3225,C16.1n7c,BESFA.23.3.042,<LOD
3226,C16.1n7c,BESFA.23.3.052,<LOD
3227,C16.1n7c,BESFA.23.3.062,<LOD
3228,C16.1n7c,BESFA.23.3.072,<LOD
3229,C16.1n7c,BESFA.23.3.082,<LOD
3230,C16.1n7c,BESFA.23.3.092,11.1
3231,C16.2n4,BESFA.23.3.010,<LOQ
3232,C16.2n4,BESFA.23.3.020,<LOD
3233,C16.2n4,BESFA.23.3.030,<LOD
3234,C16.2n4,BESFA.23.3.040,<LOQ
3235,C16.2n4,BESFA.23.3.050,<LOQ
3236,C16.2n4,BESFA.23.3.060,<LOD
3237,C16.2n4,BESFA.23.3.070,<LOQ
3238,C16.2n4,BESFA.23.3.080,<LOQ
3239,C16.2n4,BESFA.23.3.090,<LOD
3240,C16.2n4,BESFA.23.3.100,12.9
3241,C16.2n4,BESFA.23.3.007,31.1
3242,C16.2n4,BESFA.23.3.017,12.9
3243,C16.2n4,BESFA.23.3.027,<LOQ
3244,C16.2n4,BESFA.23.3.037,10.1
3245,C16.2n4,BESFA.23.3.047,14.6
3246,C16.2n4,BESFA.23.3.057,5.2
3247,C16.2n4,BESFA.23.3.067,22.8
3248,C16.2n4,BESFA.23.3.077,15.5
3249,C16.2n4,BESFA.23.3.087,<LOQ
3250,C16.2n4,BESFA.23.3.097,51.5
3251,C16.2n4,BESFA.23.3.005,<LOD
3252,C16.2n4,BESFA.23.3.015,<LOD
3253,C16.2n4,BESFA.23.3.025,<LOD
3254,C16.2n4,BESFA.23.3.035,<LOD
3255,C16.2n4,BESFA.23.3.045,<LOD
3256,C16.2n4,BESFA.23.3.055,<LOD
3257,C16.2n4,BESFA.23.3.065,<LOD
3258,C16.2n4,BESFA.23.3.075,<LOD
3259,C16.2n4,BESFA.23.3.085,<LOD
3260,C16.2n4,BESFA.23.3.095,<LOD
3261,C16.2n4,BESFA.23.3.002,<LOD
3262,C16.2n4,BESFA.23.3.012,<LOD
3263,C16.2n4,BESFA.23.3.022,<LOD
3264,C16.2n4,BESFA.23.3.032,<LOD
3265,C16.2n4,BESFA.23.3.042,<LOD
3266,C16.2n4,BESFA.23.3.052,<LOD
3267,C16.2n4,BESFA.23.3.062,<LOD
3268,C16.2n4,BESFA.23.3.072,<LOD
3269,C16.2n4,BESFA.23.3.082,<LOD
3270,C16.2n4,BESFA.23.3.092,<LOD
3271,C17.0,BESFA.23.3.010,8
3272,C17.0,BESFA.23.3.020,24.2
3273,C17.0,BESFA.23.3.030,19.1
3274,C17.0,BESFA.23.3.040,13.8
3275,C17.0,BESFA.23.3.050,37
3276,C17.0,BESFA.23.3.060,22.2
3277,C17.0,BESFA.23.3.070,31.9
3278,C17.0,BESFA.23.3.080,15.1
3279,C17.0,BESFA.23.3.090,17.4
3280,C17.0,BESFA.23.3.100,81.3
3281,C17.0,BESFA.23.3.007,164
3282,C17.0,BESFA.23.3.017,384
3283,C17.0,BESFA.23.3.027,96.4
3284,C17.0,BESFA.23.3.037,129.1
3285,C17.0,BESFA.23.3.047,257.3
3286,C17.0,BESFA.23.3.057,157.5
3287,C17.0,BESFA.23.3.067,256.8
3288,C17.0,BESFA.23.3.077,106.9
3289,C17.0,BESFA.23.3.087,133.8
3290,C17.0,BESFA.23.3.097,351.7
3291,C17.0,BESFA.23.3.005,<LOD
3292,C17.0,BESFA.23.3.015,<LOD
3293,C17.0,BESFA.23.3.025,<LOD
3294,C17.0,BESFA.23.3.035,<LOD
3295,C17.0,BESFA.23.3.045,<LOD
3296,C17.0,BESFA.23.3.055,<LOD
3297,C17.0,BESFA.23.3.065,<LOD
3298,C17.0,BESFA.23.3.075,<LOD
3299,C17.0,BESFA.23.3.085,<LOD
3300,C17.0,BESFA.23.3.095,<LOD
3301,C17.0,BESFA.23.3.002,<LOD
3302,C17.0,BESFA.23.3.012,<LOD
3303,C17.0,BESFA.23.3.022,<LOD
3304,C17.0,BESFA.23.3.032,<LOD
3305,C17.0,BESFA.23.3.042,<LOD
3306,C17.0,BESFA.23.3.052,<LOD
3307,C17.0,BESFA.23.3.062,<LOD
3308,C17.0,BESFA.23.3.072,<LOD
3309,C17.0,BESFA.23.3.082,<LOD
3310,C17.0,BESFA.23.3.092,<LOD
3311,C17.1n7c,BESFA.23.3.010,<LOQ
3312,C17.1n7c,BESFA.23.3.020,7.1
3313,C17.1n7c,BESFA.23.3.030,<LOQ
3314,C17.1n7c,BESFA.23.3.040,10.1
3315,C17.1n7c,BESFA.23.3.050,6.6
3316,C17.1n7c,BESFA.23.3.060,9.8
3317,C17.1n7c,BESFA.23.3.070,14.9
3318,C17.1n7c,BESFA.23.3.080,<LOQ
3319,C17.1n7c,BESFA.23.3.090,<LOQ
3320,C17.1n7c,BESFA.23.3.100,43.5
3321,C17.1n7c,BESFA.23.3.007,73.4
3322,C17.1n7c,BESFA.23.3.017,182
3323,C17.1n7c,BESFA.23.3.027,6.9
3324,C17.1n7c,BESFA.23.3.037,102.4
3325,C17.1n7c,BESFA.23.3.047,68.6
3326,C17.1n7c,BESFA.23.3.057,63.1
3327,C17.1n7c,BESFA.23.3.067,132.7
3328,C17.1n7c,BESFA.23.3.077,40.2
3329,C17.1n7c,BESFA.23.3.087,31.3
3330,C17.1n7c,BESFA.23.3.097,211.4
3331,C17.1n7c,BESFA.23.3.005,<LOD
3332,C17.1n7c,BESFA.23.3.015,<LOD
3333,C17.1n7c,BESFA.23.3.025,<LOD
3334,C17.1n7c,BESFA.23.3.035,<LOD
3335,C17.1n7c,BESFA.23.3.045,<LOD
3336,C17.1n7c,BESFA.23.3.055,<LOD
3337,C17.1n7c,BESFA.23.3.065,<LOD
3338,C17.1n7c,BESFA.23.3.075,<LOD
3339,C17.1n7c,BESFA.23.3.085,<LOD
3340,C17.1n7c,BESFA.23.3.095,<LOD
3341,C17.1n7c,BESFA.23.3.002,<LOD
3342,C17.1n7c,BESFA.23.3.012,<LOQ
3343,C17.1n7c,BESFA.23.3.022,<LOD
3344,C17.1n7c,BESFA.23.3.032,<LOD
3345,C17.1n7c,BESFA.23.3.042,<LOD
3346,C17.1n7c,BESFA.23.3.052,<LOD
3347,C17.1n7c,BESFA.23.3.062,<LOD
3348,C17.1n7c,BESFA.23.3.072,<LOD
3349,C17.1n7c,BESFA.23.3.082,<LOD
3350,C17.1n7c,BESFA.23.3.092,<LOD
3351,C16.4n3,BESFA.23.3.010,<LOQ
3352,C16.4n3,BESFA.23.3.020,<LOD
3353,C16.4n3,BESFA.23.3.030,<LOD
3354,C16.4n3,BESFA.23.3.040,<LOD
3355,C16.4n3,BESFA.23.3.050,<LOD
3356,C16.4n3,BESFA.23.3.060,<LOD
3357,C16.4n3,BESFA.23.3.070,<LOQ
3358,C16.4n3,BESFA.23.3.080,<LOD
3359,C16.4n3,BESFA.23.3.090,<LOD
3360,C16.4n3,BESFA.23.3.100,23.4
3361,C16.4n3,BESFA.23.3.007,55.4
3362,C16.4n3,BESFA.23.3.017,15.8
3363,C16.4n3,BESFA.23.3.027,<LOQ
3364,C16.4n3,BESFA.23.3.037,13.7
3365,C16.4n3,BESFA.23.3.047,18.1
3366,C16.4n3,BESFA.23.3.057,9.6
3367,C16.4n3,BESFA.23.3.067,34.8
3368,C16.4n3,BESFA.23.3.077,11.6
3369,C16.4n3,BESFA.23.3.087,<LOQ
3370,C16.4n3,BESFA.23.3.097,96
3371,C16.4n3,BESFA.23.3.005,<LOD
3372,C16.4n3,BESFA.23.3.015,<LOD
3373,C16.4n3,BESFA.23.3.025,<LOD
3374,C16.4n3,BESFA.23.3.035,<LOD
3375,C16.4n3,BESFA.23.3.045,<LOD
3376,C16.4n3,BESFA.23.3.055,<LOD
3377,C16.4n3,BESFA.23.3.065,<LOD
3378,C16.4n3,BESFA.23.3.075,<LOD
3379,C16.4n3,BESFA.23.3.085,<LOD
3380,C16.4n3,BESFA.23.3.095,<LOD
3381,C16.4n3,BESFA.23.3.002,<LOD
3382,C16.4n3,BESFA.23.3.012,<LOD
3383,C16.4n3,BESFA.23.3.022,<LOD
3384,C16.4n3,BESFA.23.3.032,<LOD
3385,C16.4n3,BESFA.23.3.042,<LOD
3386,C16.4n3,BESFA.23.3.052,<LOD
3387,C16.4n3,BESFA.23.3.062,<LOD
3388,C16.4n3,BESFA.23.3.072,<LOD
3389,C16.4n3,BESFA.23.3.082,<LOD
3390,C16.4n3,BESFA.23.3.092,<LOD
3391,C16.4n1,BESFA.23.3.010,8.1
3392,C16.4n1,BESFA.23.3.020,<LOQ
3393,C16.4n1,BESFA.23.3.030,<LOD
3394,C16.4n1,BESFA.23.3.040,<LOQ
3395,C16.4n1,BESFA.23.3.050,<LOQ
3396,C16.4n1,BESFA.23.3.060,<LOQ
3397,C16.4n1,BESFA.23.3.070,12.7
3398,C16.4n1,BESFA.23.3.080,<LOQ
3399,C16.4n1,BESFA.23.3.090,<LOD
3400,C16.4n1,BESFA.23.3.100,84.3
3401,C16.4n1,BESFA.23.3.007,159.2
3402,C16.4n1,BESFA.23.3.017,37.9
3403,C16.4n1,BESFA.23.3.027,<LOQ
3404,C16.4n1,BESFA.23.3.037,41.9
3405,C16.4n1,BESFA.23.3.047,42.7
3406,C16.4n1,BESFA.23.3.057,22.6
3407,C16.4n1,BESFA.23.3.067,136.3
3408,C16.4n1,BESFA.23.3.077,36.3
3409,C16.4n1,BESFA.23.3.087,5.2
3410,C16.4n1,BESFA.23.3.097,322.2
3411,C16.4n1,BESFA.23.3.005,<LOD
3412,C16.4n1,BESFA.23.3.015,<LOD
3413,C16.4n1,BESFA.23.3.025,<LOD
3414,C16.4n1,BESFA.23.3.035,<LOD
3415,C16.4n1,BESFA.23.3.045,<LOD
3416,C16.4n1,BESFA.23.3.055,<LOD
3417,C16.4n1,BESFA.23.3.065,<LOD
3418,C16.4n1,BESFA.23.3.075,<LOD
3419,C16.4n1,BESFA.23.3.085,<LOD
3420,C16.4n1,BESFA.23.3.095,<LOD
3421,C16.4n1,BESFA.23.3.002,<LOD
3422,C16.4n1,BESFA.23.3.012,<LOD
3423,C16.4n1,BESFA.23.3.022,<LOD
3424,C16.4n1,BESFA.23.3.032,<LOD
3425,C16.4n1,BESFA.23.3.042,<LOD
3426,C16.4n1,BESFA.23.3.052,<LOD
3427,C16.4n1,BESFA.23.3.062,<LOD
3428,C16.4n1,BESFA.23.3.072,<LOD
3429,C16.4n1,BESFA.23.3.082,<LOD
3430,C16.4n1,BESFA.23.3.092,<LOD
3431,C18.0,BESFA.23.3.010,<LOQ
3432,C18.0,BESFA.23.3.020,95.5
3433,C18.0,BESFA.23.3.030,<LOQ
3434,C18.0,BESFA.23.3.040,55.1
3435,C18.0,BESFA.23.3.050,107.8
3436,C18.0,BESFA.23.3.060,72.8
3437,C18.0,BESFA.23.3.070,108
3438,C18.0,BESFA.23.3.080,51.3
3439,C18.0,BESFA.23.3.090,55.6
3440,C18.0,BESFA.23.3.100,288.1
3441,C18.0,BESFA.23.3.007,432.8
3442,C18.0,BESFA.23.3.017,990.6
3443,C18.0,BESFA.23.3.027,178.4
3444,C18.0,BESFA.23.3.037,476.7
3445,C18.0,BESFA.23.3.047,651.4
3446,C18.0,BESFA.23.3.057,424.2
3447,C18.0,BESFA.23.3.067,864.1
3448,C18.0,BESFA.23.3.077,366.2
3449,C18.0,BESFA.23.3.087,287
3450,C18.0,BESFA.23.3.097,1270.9
3451,C18.0,BESFA.23.3.005,<LOD
3452,C18.0,BESFA.23.3.015,<LOD
3453,C18.0,BESFA.23.3.025,<LOD
3454,C18.0,BESFA.23.3.035,<LOD
3455,C18.0,BESFA.23.3.045,<LOD
3456,C18.0,BESFA.23.3.055,<LOD
3457,C18.0,BESFA.23.3.065,<LOD
3458,C18.0,BESFA.23.3.075,<LOD
3459,C18.0,BESFA.23.3.085,<LOD
3460,C18.0,BESFA.23.3.095,<LOD
3461,C18.0,BESFA.23.3.002,<LOD
3462,C18.0,BESFA.23.3.012,<LOD
3463,C18.0,BESFA.23.3.022,<LOD
3464,C18.0,BESFA.23.3.032,<LOD
3465,C18.0,BESFA.23.3.042,<LOD
3466,C18.0,BESFA.23.3.052,<LOD
3467,C18.0,BESFA.23.3.062,<LOD
3468,C18.0,BESFA.23.3.072,<LOD
3469,C18.0,BESFA.23.3.082,<LOD
3470,C18.0,BESFA.23.3.092,<LOD
3471,C18.1n9c,BESFA.23.3.010,47.1
3472,C18.1n9c,BESFA.23.3.020,142.3
3473,C18.1n9c,BESFA.23.3.030,57
3474,C18.1n9c,BESFA.23.3.040,157.8
3475,C18.1n9c,BESFA.23.3.050,117.9
3476,C18.1n9c,BESFA.23.3.060,88.3
3477,C18.1n9c,BESFA.23.3.070,230.2
3478,C18.1n9c,BESFA.23.3.080,116.1
3479,C18.1n9c,BESFA.23.3.090,43.5
3480,C18.1n9c,BESFA.23.3.100,497.1
3481,C18.1n9c,BESFA.23.3.007,915.2
3482,C18.1n9c,BESFA.23.3.017,1836.7
3483,C18.1n9c,BESFA.23.3.027,222.3
3484,C18.1n9c,BESFA.23.3.037,1356.5
3485,C18.1n9c,BESFA.23.3.047,808.9
3486,C18.1n9c,BESFA.23.3.057,537.9
3487,C18.1n9c,BESFA.23.3.067,1640.8
3488,C18.1n9c,BESFA.23.3.077,703.8
3489,C18.1n9c,BESFA.23.3.087,295.7
3490,C18.1n9c,BESFA.23.3.097,2095.9
3491,C18.1n9c,BESFA.23.3.005,<LOD
3492,C18.1n9c,BESFA.23.3.015,<LOD
3493,C18.1n9c,BESFA.23.3.025,<LOD
3494,C18.1n9c,BESFA.23.3.035,<LOD
3495,C18.1n9c,BESFA.23.3.045,<LOD
3496,C18.1n9c,BESFA.23.3.055,<LOD
3497,C18.1n9c,BESFA.23.3.065,<LOD
3498,C18.1n9c,BESFA.23.3.075,<LOD
3499,C18.1n9c,BESFA.23.3.085,<LOD
3500,C18.1n9c,BESFA.23.3.095,<LOD
3501,C18.1n9c,BESFA.23.3.002,<LOD
3502,C18.1n9c,BESFA.23.3.012,<LOD
3503,C18.1n9c,BESFA.23.3.022,<LOD
3504,C18.1n9c,BESFA.23.3.032,<LOD
3505,C18.1n9c,BESFA.23.3.042,<LOD
3506,C18.1n9c,BESFA.23.3.052,<LOD
3507,C18.1n9c,BESFA.23.3.062,<LOD
3508,C18.1n9c,BESFA.23.3.072,<LOD
3509,C18.1n9c,BESFA.23.3.082,<LOD
3510,C18.1n9c,BESFA.23.3.092,<LOD
3511,C18.1n7c,BESFA.23.3.010,20.2
3512,C18.1n7c,BESFA.23.3.020,28.1
3513,C18.1n7c,BESFA.23.3.030,16.9
3514,C18.1n7c,BESFA.23.3.040,44.9
3515,C18.1n7c,BESFA.23.3.050,36.6
3516,C18.1n7c,BESFA.23.3.060,23.9
3517,C18.1n7c,BESFA.23.3.070,64.6
3518,C18.1n7c,BESFA.23.3.080,25.6
3519,C18.1n7c,BESFA.23.3.090,14.1
3520,C18.1n7c,BESFA.23.3.100,147.3
3521,C18.1n7c,BESFA.23.3.007,367.5
3522,C18.1n7c,BESFA.23.3.017,453.6
3523,C18.1n7c,BESFA.23.3.027,87.5
3524,C18.1n7c,BESFA.23.3.037,404.4
3525,C18.1n7c,BESFA.23.3.047,261.2
3526,C18.1n7c,BESFA.23.3.057,174.8
3527,C18.1n7c,BESFA.23.3.067,503.6
3528,C18.1n7c,BESFA.23.3.077,168.1
3529,C18.1n7c,BESFA.23.3.087,118.3
3530,C18.1n7c,BESFA.23.3.097,591
3531,C18.1n7c,BESFA.23.3.005,<LOD
3532,C18.1n7c,BESFA.23.3.015,<LOD
3533,C18.1n7c,BESFA.23.3.025,<LOD
3534,C18.1n7c,BESFA.23.3.035,<LOD
3535,C18.1n7c,BESFA.23.3.045,<LOD
3536,C18.1n7c,BESFA.23.3.055,<LOD
3537,C18.1n7c,BESFA.23.3.065,<LOD
3538,C18.1n7c,BESFA.23.3.075,<LOD
3539,C18.1n7c,BESFA.23.3.085,<LOD
3540,C18.1n7c,BESFA.23.3.095,<LOD
3541,C18.1n7c,BESFA.23.3.002,<LOD
3542,C18.1n7c,BESFA.23.3.012,<LOD
3543,C18.1n7c,BESFA.23.3.022,<LOD
3544,C18.1n7c,BESFA.23.3.032,<LOD
3545,C18.1n7c,BESFA.23.3.042,<LOD
3546,C18.1n7c,BESFA.23.3.052,<LOD
3547,C18.1n7c,BESFA.23.3.062,<LOD
3548,C18.1n7c,BESFA.23.3.072,<LOD
3549,C18.1n7c,BESFA.23.3.082,<LOD
3550,C18.1n7c,BESFA.23.3.092,<LOQ
3551,C18.2n6c,BESFA.23.3.010,9
3552,C18.2n6c,BESFA.23.3.020,19
3553,C18.2n6c,BESFA.23.3.030,11.7
3554,C18.2n6c,BESFA.23.3.040,9.8
3555,C18.2n6c,BESFA.23.3.050,35.8
3556,C18.2n6c,BESFA.23.3.060,9.2
3557,C18.2n6c,BESFA.23.3.070,30.5
3558,C18.2n6c,BESFA.23.3.080,17.1
3559,C18.2n6c,BESFA.23.3.090,5.2
3560,C18.2n6c,BESFA.23.3.100,72
3561,C18.2n6c,BESFA.23.3.007,203.6
3562,C18.2n6c,BESFA.23.3.017,355.4
3563,C18.2n6c,BESFA.23.3.027,65.8
3564,C18.2n6c,BESFA.23.3.037,124.9
3565,C18.2n6c,BESFA.23.3.047,275
3566,C18.2n6c,BESFA.23.3.057,79.8
3567,C18.2n6c,BESFA.23.3.067,264.3
3568,C18.2n6c,BESFA.23.3.077,136.2
3569,C18.2n6c,BESFA.23.3.087,58.4
3570,C18.2n6c,BESFA.23.3.097,314.9
3571,C18.2n6c,BESFA.23.3.005,<LOD
3572,C18.2n6c,BESFA.23.3.015,<LOD
3573,C18.2n6c,BESFA.23.3.025,<LOD
3574,C18.2n6c,BESFA.23.3.035,<LOD
3575,C18.2n6c,BESFA.23.3.045,<LOD
3576,C18.2n6c,BESFA.23.3.055,<LOD
3577,C18.2n6c,BESFA.23.3.065,<LOD
3578,C18.2n6c,BESFA.23.3.075,<LOD
3579,C18.2n6c,BESFA.23.3.085,<LOD
3580,C18.2n6c,BESFA.23.3.095,<LOD
3581,C18.2n6c,BESFA.23.3.002,<LOD
3582,C18.2n6c,BESFA.23.3.012,<LOD
3583,C18.2n6c,BESFA.23.3.022,<LOD
3584,C18.2n6c,BESFA.23.3.032,<LOD
3585,C18.2n6c,BESFA.23.3.042,<LOD
3586,C18.2n6c,BESFA.23.3.052,<LOD
3587,C18.2n6c,BESFA.23.3.062,<LOD
3588,C18.2n6c,BESFA.23.3.072,<LOD
3589,C18.2n6c,BESFA.23.3.082,<LOD
3590,C18.2n6c,BESFA.23.3.092,<LOD
3591,C18.3n3c,BESFA.23.3.010,8.5
3592,C18.3n3c,BESFA.23.3.020,15.4
3593,C18.3n3c,BESFA.23.3.030,6.1
3594,C18.3n3c,BESFA.23.3.040,7.4
3595,C18.3n3c,BESFA.23.3.050,29.1
3596,C18.3n3c,BESFA.23.3.060,6.5
3597,C18.3n3c,BESFA.23.3.070,25.7
3598,C18.3n3c,BESFA.23.3.080,15.7
3599,C18.3n3c,BESFA.23.3.090,3.4
